Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2013,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.013,733.9
2014,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.014,765.2
2015,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.015,652.2
2016,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.016,539.2
2017,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.017,638
2018,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.018,736.8
2000,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0005,32
2001,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0015,16.1
2002,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",6,80,2.0025,0.2
2003,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0035,5.6
2004,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0045,11
2005,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0055,5.5
2006,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0065,186
2007,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0075,186
2008,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",4,80,2.0085,186
2009,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0095,1.1
2010,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",5,80,2.0105,2.2
2011,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0115,1.1
2012,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0125,186
2013,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0135,186
2014,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0145,186
2015,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0155,1
2016,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.0165,2
2017,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",1,80,2.0175,5.6
2018,winter,2,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",11,80,2.0185,9.2
2000,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00025,587.4
2001,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.00125,295.9
2002,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",2,81,2.00225,4.4
2003,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00325,92.2
2004,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00425,180
2005,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00525,384.1
2006,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00625,588.2
2007,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.00725,325.5
2008,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00825,62.8
2009,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00925,124.8
2010,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",30,81,2.01025,186.8
2011,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",7,81,2.01125,329.3
2012,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.01225,471.8
2013,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.01325,314.7
2014,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",29,81,2.01425,157.6
2015,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",577,81,2.01525,185.3
2016,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",527,81,2.01625,213
2017,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",20,81,2.01725,134.1
2018,autumn,1,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",178,81,2.01825,55.2
2000,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00075,101.6
2001,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00175,78.9
2002,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00275,56.2
2003,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00375,64.6
2004,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00475,73
2005,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00575,46.9
2006,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.00675,20.8
2007,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",14,81,2.00775,21.8
2008,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.00875,22.8
2009,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.00975,101.4
2010,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",29,81,2.01075,180
2011,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",16,81,2.01175,126.3
2012,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",22,81,2.01275,72.6
2013,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.01375,39.6
2014,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",827,81,2.01475,6.6
2015,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",287,81,2.01575,55.6
2016,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",196,81,2.01675,104.6
2017,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",92,81,2.01775,114.3
2018,spring,3,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",80,81,2.01875,124
2000,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2,689.6
2001,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.001,722.2
2002,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.002,754.8
2003,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.003,702.2
2004,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.004,649.6
2005,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.005,610.4
2006,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.006,571.2
2007,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.007,683.8
2008,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.008,796.4
2009,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.009,667.8
2010,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.01,539.2
2011,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.011,435.4
2012,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.012,331.6
2013,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",6,81,2.013,727.9
2014,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",86,81,2.014,1124.2
2015,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",240,81,2.015,782.1
2016,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",257,81,2.016,440
2017,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.017,503.2
2018,summer,0,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",44,81,2.018,566.4
2000,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",7,81,2.0005,283.2
2001,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",9,81,2.0015,186
2002,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",3,81,2.0025,186
2003,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.0035,0.6
2004,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",50,81,2.0045,1.2
2005,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",194,81,2.0055,0.6
2006,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",2,81,2.0065,186
2007,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",10,81,2.0075,2.1
2008,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",,81,2.0085,4.2
2009,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",4,81,2.0095,4.9
2010,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",411,81,2.0105,5.6
2011,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",7,81,2.0115,2.8
2012,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",1,81,2.0125,186
2013,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",53,81,2.0135,0.6
2014,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",782,81,2.0145,1.2
2015,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",192,81,2.0155,0.8
2016,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",264,81,2.0165,0.4
2017,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",210,81,2.0175,0.3
2018,winter,2,Victoria Bonaparte,"Tropical and subtropical grasslands, savannas, and shrublands",486,81,2.0185,0.2
2000,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,275,82,2.00025,99.6
2001,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,69,82,2.00125,65.3
2002,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,20,82,2.00225,31
2003,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,52,82,2.00325,29.5
2004,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,401,82,2.00425,28
2005,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,47,82,2.00525,38.6
2006,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,53,82,2.00625,49.2
2007,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,43,82,2.00725,46.7
2008,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,226,82,2.00825,44.2
2009,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,63,82,2.00925,104.7
2010,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,151,82,2.01025,165.2
2011,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,22,82,2.01125,131.55
2012,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,83,82,2.01225,97.9
2013,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,66,82,2.01325,106.65
2014,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,188,82,2.01425,115.4
2015,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,226,82,2.01525,103.2
2016,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,289,82,2.01625,91
2017,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,323,82,2.01725,67.7
2018,autumn,1,Victorian Midlands,Temperate broadleaf and mixed forests,822,82,2.01825,44.4
2000,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,53,82,2.00075,154.1
2001,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,29,82,2.00175,94.6
2002,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,8,82,2.00275,35.1
2003,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,7,82,2.00375,92.05
2004,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,23,82,2.00475,149
2005,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,56,82,2.00575,96.6
2006,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,27,82,2.00675,44.2
2007,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,28,82,2.00775,55.9
2008,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,85,82,2.00875,67.6
2009,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,82,82,2.00975,153.6
2010,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,65,82,2.01075,239.6
2011,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,63,82,2.01175,147.4
2012,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,144,82,2.01275,55.2
2013,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,45,82,2.01375,54.2
2014,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,96,82,2.01475,53.2
2015,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,143,82,2.01575,109.9
2016,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,164,82,2.01675,166.6
2017,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,413,82,2.01775,102.85
2018,spring,3,Victorian Midlands,Temperate broadleaf and mixed forests,611,82,2.01875,39.1
2000,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,124,82,2,65
2001,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,131,82,2.001,58.2
2002,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,99,82,2.002,51.4
2003,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,146,82,2.003,45.3
2004,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,134,82,2.004,39.2
2005,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,48,82,2.005,49.8
2006,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,38,82,2.006,60.4
2007,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,260,82,2.007,89.7
2008,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,52,82,2.008,119
2009,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,66,82,2.009,94.2
2010,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,71,82,2.01,69.4
2011,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,78,82,2.011,81.4
2012,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,103,82,2.012,93.4
2013,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,56,82,2.013,68.5
2014,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,82,82,2.014,43.6
2015,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,215,82,2.015,49.2
2016,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,404,82,2.016,54.8
2017,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,306,82,2.017,70.95
2018,summer,0,Victorian Midlands,Temperate broadleaf and mixed forests,532,82,2.018,87.1
2000,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,19,82,2.0005,64
2001,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,10,82,2.0015,56.25
2002,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,10,82,2.0025,48.5
2003,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,19,82,2.0035,65.25
2004,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,20,82,2.0045,82
2005,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,53,82,2.0055,79.6
2006,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,60,82,2.0065,77.2
2007,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,33,82,2.0075,79.7
2008,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,97,82,2.0085,82.2
2009,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,51,82,2.0095,119.6
2010,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,30,82,2.0105,157
2011,winter,2,Victorian Midlands,Temperate broadleaf and mixed forests,67,82,2.0115,124.2
